o__Deferribacterales,o__Triticum_aestivum_bread_wheat,o__Pseudomonadales,o__Erysipelotrichales,o__Anaeroplasmatales,o__Neisseriales,o__Verrucomicrobiales,o__Haloplasmatales,o__Rickettsiales,o__Micrococcales,o__Rhizobiales,o__Selenomonadales,o__Limnochordales,o__Methylococcales,o__Desulfovibrionales,o__Corynebacteriales,o__Burkholderiales,o__Pseudonocardiales,o__Mollicutes_RF9,o__Spirochaetales,o__Campylobacterales,o__Bifidobacteriales,o__Oceanospirillales,o__Flavobacteriales,o__Streptosporangiales,o__Xanthomonadales,o__Pasteurellales,o__Alteromonadales,o__Lactobacillales,o__C178B,o__Coriobacteriales,o__Chlamydiales,o__Bacillales,o__NB1-n,o__Enterobacteriales,o__Anaerolineales,o__Unknown_Order,o__Sphingobacteriales,o__Rhodospirillales,o__Clostridiales,o__Cytophagales,o__unidentified,o__Bacteroidales,o__Gastranaerophilales,o__Myxococcales,o__Mycoplasmatales,o__Synergistales
0.000231116,0,0.000308155,0.02480644,0.000192597,0,0,0,0,0,0,0,0,0,0.03046878,0.000423712,0,0.000115558,0.011979508,0,0.000423712,0,0,0.000154077,7.70E-05,3.85E-05,0,0,0.252070413,0,0.011401718,0,0.035977042,0,0.000346674,0,0.054004083,0,0.000192597,0.491352413,0,0.000115558,0.08520473,3.85E-05,0,7.70E-05,0
0.0033897,7.70E-05,3.85E-05,0.001925966,0,0,0.035206656,0,3.85E-05,0.001579292,0,0,0,0,0.144909672,7.70E-05,0,0,0.005354185,0,0.037941528,0,0,0,0,0,0,0,0.085975117,0,0.0033897,0,0.0169485,0,3.85E-05,0,0.001579292,0,7.70E-05,0.616155002,0,0.00053927,0.044412773,0.000346674,0,0,0
0.00227264,0,0,0.002080043,0,0,0,0,3.85E-05,0,0,0,0,0,0.067293248,0.000154077,0,0,0.003890451,0,0.016178113,0,0,0,0,0,0,0,0.078733485,0,0.005585301,0,0.009860945,0,7.70E-05,0,0.013943993,0,0.000231116,0.674627326,0,0.000500751,0.124301837,0,0,0.000231116,0
0.001463734,0,3.85E-05,0.005777898,0,0,0,0,3.85E-05,0,0,0,0,0,0.048341743,0.000154077,0,0,0.00450676,0,0.020993028,0,0,3.85E-05,0,0,0,0,0.223412041,0,0.00789646,0,0.011132083,0,0.000115558,0,0.004814915,0,0.000731867,0.489156812,0,0.000423712,0.180655599,0,0,0.000308155,0
0.000308155,3.85E-05,0,0.007588306,3.85E-05,0,0.000154077,0,3.85E-05,0,0,7.70E-05,0,0,0.122722545,0.000269635,0,0,0.001887447,0,0.006009014,0,0,0.000269635,0,0,0,0,0.120295828,0,0.006702361,0,0.013674358,0,0,0,3.85E-05,0,0.000192597,0.57393783,0,0.001271137,0.14448596,0,0,0,0
3.85E-05,0,0,0.010900967,0.001425215,0,0,0,0.000192597,0,0,0,0,0,0.00169485,3.85E-05,0.002311159,0,0,0,0.017064058,0.000308155,0,0,0,0,7.70E-05,3.85E-05,0.220484573,0,0.00959131,0,0.000115558,0,3.85E-05,0,0.000616309,0,0.000231116,0.054543353,0,0.000192597,0.677939987,0.000115558,0,0.002041524,0
0.00053927,0,0.000115558,0.006625323,0,0,3.85E-05,0,0,0,0,0,0,0,0.111089711,7.70E-05,0,0,0.002349678,0,0.003620816,0,0,3.85E-05,0,3.85E-05,0,0,0.185316436,0,0.014945495,0,0.016255152,0,0.000154077,0,0.030507299,3.85E-05,0.000192597,0.552752205,0,0.00057779,0.074573399,3.85E-05,0,0.000115558,0
0.009167598,0,0.001656331,0.000654828,0,0,0,0,0,0,0,0,0,0,0.055583375,3.85E-05,0.000308155,0,0.012903971,0,0.019953006,0,0,0.000770386,0,3.85E-05,3.85E-05,0,0.064288741,0,0.004160086,0,0.00115558,0,0.00396749,3.85E-05,0.004583799,0,0.00227264,0.37980047,0,0.000462232,0.433111205,0,0,0.005046031,0
0.000231116,0,0.000924464,0.013173607,0,0,0,0,0,0,0,0,0,0,0.0169485,0.000115558,7.70E-05,0,0.01860483,0,0.001232618,0,0,0.000346674,0,3.85E-05,0.000500751,0,0.2155541,0,0.018296676,0,0.001348176,0,0.002888949,0,0.01637071,0,0,0.437656485,0,3.85E-05,0.255421594,0,0,0.000231116,0
0.011247641,0,7.70E-05,0.000808906,0,0,0,0,0,0,0,0,0,0,0.183005277,0.000269635,0.000500751,0,0,0,0.012249143,3.85E-05,0,0.000154077,0,3.85E-05,0,0,0.009398713,0,0.000462232,0,7.70E-05,0,0.002080043,0,0,0,0.007164593,0.300527715,0,0.000731867,0.470744578,0,0,0.000423712,0
0.001502253,0,0.000308155,0.00057779,0,0,3.85E-05,0,0,0,0,0,0,0,0.042872,0,0.000192597,0,0,0,0.004160086,0,0,0.003697854,0,0,0,0,0.021956011,0,0.000423712,0,0.000192597,0,0.000924464,0,0.000231116,0,3.85E-05,0.16478564,0,0.000308155,0.751550403,0,0,0.006240129,0
0.006933477,0,0.000462232,0.002965987,0,0,0.011324679,0,0,0,0,0,0,0,0.073687454,0.000308155,0.000693348,0,3.85E-05,0,0.092061169,0,0,7.70E-05,0,0,0,0,0.066099149,0,0.001733369,0,0.000385193,0,0.001810408,0,0,0,0.008050537,0.562728708,0,0.000423712,0.168599052,0,0,0.001617811,0
0.000924464,0,0.000231116,0.000308155,0,0,0.036323716,0,0,0,0,0,0,0,0.082161704,0.00053927,0,0,0.000385193,0,0.015022534,0,0,0.000885944,0,0,0.000192597,0,0.011440237,0,0.000385193,0,0.001232618,0,0.001348176,0,0.001810408,0,0.020684873,0.179230384,0,0.000693348,0.645429683,0,0,0.000770386,0
0.006894958,0,0.000269635,0.00057779,0,7.70E-05,0,0,0,0,0,0,0,0,0.057509341,0.000346674,0,0,0.00115558,0,0.021763414,0,0,0.000885944,0,0,0,0,0.021339702,0,0.00223412,0,0.000115558,0,0.00169485,0,0.003505258,0,0.002850429,0.601440622,0,0.000654828,0.27595239,0,0,0.000731867,0
0.007857941,0,0.007126074,0.003351181,0,0,3.85E-05,0,0,3.85E-05,0,0,0,0,0.067447325,0.000269635,0,0,0.000962983,0,0.006817919,0,0,7.70E-05,0,0.000115558,0,0,0.324833404,0,0.002888949,0,0.014367705,0,0.276183506,0,0.006240129,0,0,0.211239937,0,0.000192597,0.069912561,0,0,3.85E-05,0
0.005392704,0,0.000731867,0.001309657,0,0,0,0,0,0,0,0,0,0,0.126921151,3.85E-05,0,0,0.003312661,0,0.109741535,0,0,0,0,3.85E-05,0,0,0.046608374,0,0.00111706,0,0.001964485,0,0.044643889,0,0.001348176,0,0.00508455,0.471938677,0,0.000654828,0.178691114,0,0,0.000462232,0
0.006355687,0,0.000654828,0.000616309,0,0,0,0,0,0,0,0,0,0,0.057971573,3.85E-05,3.85E-05,0,0.002696352,0,0.004622318,0,0,0.000654828,0,3.85E-05,0,0,0.068179192,0,0.003351181,0,0.000924464,0,0.047070606,3.85E-05,0.00508455,0,0,0.71838527,0,0.000231116,0.082778013,0,0,0.000269635,0
0.012711375,0,0.000808906,0.001925966,0,0,0,0,0,0,0,0,0,0,0.106428874,0,0,0,0.001656331,0,0.035900004,0,0,0.000500751,0,3.85E-05,0,0,0.063017603,0,0.00111706,0,0.000423712,0,0.062593891,0,0.001463734,0,0.004237125,0.409614422,0,0.000500751,0.296906899,0,0,0.000154077,0
0.004814915,0,0.002349678,0.001271137,0,0,0,0,0,0,0,0,0,0,0.062555372,0,7.70E-05,0,0.003004507,0,0.011363199,0,0,0.00053927,0,0,0,0,0.084973614,0,0.001078541,0,0.000654828,0,0.119987674,0,0.005700859,0,0.001194099,0.502869689,3.85E-05,0.000693348,0.196679635,0,0,0.000154077,0
0.000346674,0,0.000616309,0.000962983,0,0,0,0,0,0,0,0,0,0,0.035630369,0.000308155,0,0,0.00227264,0,0.004083048,0,0,0,0,0.000115558,3.85E-05,0,0.186394977,0,0.001733369,0,0.007780902,0,0.087824044,0,0.001887447,0,0.001078541,0.278648742,0,0.000154077,0.389353261,0.000115558,0,0.000654828,0
0.000308155,0,0,0.003620816,0,0,0.000115558,0,0,0,0,0,0,0,0.023920496,7.70E-05,0,0,0,0,0.00959131,0,0,0,0,0,0.000115558,0,0.010823928,0,0,0,0.000192597,0,0.139709564,0,0,0,0,0.170293902,0,0,0.640114017,0,0,0.00111706,0
3.85E-05,0,0.000115558,0.005585301,0,0,0,0,0,0,0,3.85E-05,0,0,0.104926621,0.001232618,0,0,0.000654828,0,0.004853434,0,0,3.85E-05,0,0,0,0,0.283771812,0,0.003120065,0,0.003235623,0,0.000192597,0,0.004160086,0,0,0.476522476,0,0.000462232,0.111012673,0,0,0,3.85E-05
0.000269635,0,3.85E-05,0.002465236,0,0,0.001656331,0,0,0,0,0,0,0,0.044412773,0.000154077,0,0,0.001348176,0,0.026732406,0,0,0.000192597,0,0,0,0,0.053156658,0,0.004468241,0,0.000346674,0,0.000192597,3.85E-05,0.004545279,0,0.014444744,0.313123531,0,0.000385193,0.53106583,0,0,0.000962983,0
0.003235623,7.70E-05,3.85E-05,0.000231116,0,0,0,0,0,0,0,0,0,0,0.154847656,0,0,0,0.00053927,0,0.061707947,0,0,0,0,0,0,0,0.020184122,0,0.000462232,0,0.000154077,0,0.000192597,0,0.000423712,0,0.00115558,0.714687416,0,0.001078541,0.040984554,0,0,0,0
0.005277146,0,3.85E-05,0.003004507,0,0,0.000654828,0,0,0,0,0,0,0,0.112553446,0,0,0,0.002311159,0,0.014984014,0,3.85E-05,0.000654828,0,3.85E-05,0,0,0.02989099,0,0.000885944,0,0.001232618,0,0.000231116,0,0.00053927,0,0.009437233,0.533376989,0,0.000654828,0.280536189,0,0,0.003659335,0
0.000192597,0,3.85E-05,0.002619314,0,3.85E-05,0.000885944,0,0,0,7.70E-05,0,0,0,0.188205385,0.000269635,3.85E-05,0,0,0,0.003312661,0,0,0,0,0,0,0,0.227148415,0,0.000654828,0,0.000654828,0,0.000885944,0,0.001887447,0,0.000115558,0.532221409,0,0.000693348,0.040021571,0,0,3.85E-05,0
0.000269635,0,0.000231116,0.005431224,0,0,0,0,0,0,0,0,0,0,0.039790455,0.000154077,7.70E-05,0,0.000308155,0,0.013481761,0,0,0.000308155,0,0,0,0,0.237741227,0,0.001425215,0,0.001810408,0,0.000308155,0,0.000115558,0,0.003274142,0.253572667,0,0.000346674,0.439659489,0,0,0.00169485,0
0.000192597,0,3.85E-05,0.000500751,0,0,3.85E-05,0,0,3.85E-05,0,0,0,0,0.046608374,0.000115558,3.85E-05,0,0.000693348,0,0.001502253,0,0,0,0,0,0,0,0.411001117,0,0.00223412,0,0.000308155,0,0.000462232,0,0.006663842,0,7.70E-05,0.501752629,0,0.000192597,0.027310196,3.85E-05,0,0.000192597,0
0.000269635,0,0,0.004198606,0,0,0.000231116,0,0,0,0,0,0,0,0.074188205,0.000192597,0,0,0.001232618,0,0.022379723,0,0,0.000115558,0,0,0,0,0.087207735,0,0.001771889,0,0.003697854,0,0.000346674,0,0.002542275,0,0.00508455,0.489773121,0,0.000654828,0.305804861,0,0,0.000308155,0
0.006009014,0,0,0.000308155,0,0,0,0,0,0,0,3.85E-05,0,0,0.276915373,3.85E-05,0,0,0,0,0.12075806,0,0,0.000308155,0.000115558,0,0,0,0.111513424,0,0.00057779,0,0.000346674,0,0.000423712,0,0.000192597,0,0.002041524,0.240283502,0,0.000731867,0.239397558,0,0,0,0
0.001271137,0,0,0.000962983,0,0,3.85E-05,0,0,0,0,0,0,0,0.133777589,3.85E-05,0,0,0.000308155,0,0.01074689,0,0,7.70E-05,0,0,0,0,0.065174685,0,0.00111706,0,0.003043026,0,0.000192597,0.000115558,0.000616309,0,0.001271137,0.580909826,0,0.000962983,0.199298948,0,0,7.70E-05,0
0.000885944,0,0,0.005354185,0,0,0.003890451,0,0,0,0,0,0,0,0.048919533,3.85E-05,0.000192597,0,0.002080043,0,0.012826933,0,0,0.001425215,0,0.000616309,0,0,0.019567813,0,0.001887447,0,0,0,0.000115558,0,0.002503756,0,0.021185625,0.273641231,0,0.000693348,0.602827318,0,0,0.001348176,0
0.113824583,0,3.85E-05,0.010631332,0,0,0.009937984,0,0,0,0,0,0,0,0.033588845,0,0.000693348,0,0.018758908,0,0.106236277,0,0,0.000346674,0,0.000808906,0,0,0.022187127,0,0.003659335,0,0.000346674,0,0.000385193,0,0.002003005,0,0.005700859,0.350410231,0,0.000308155,0.317283618,0,0,0.002850429,0
0.058626401,0,0,0.003158584,0,0,0.005200108,0,0,0,0,0,0,0,0.113054197,3.85E-05,0,0,0,0,0.101536921,0,0,0.000154077,0,0.000269635,0,0,0.02538423,0,0.001425215,0,0.002696352,0,0.000231116,0,0.000693348,0,0.000154077,0.646623782,0,0.000693348,0.039983052,0,0,7.70E-05,0
0.016139594,0,0,0.000115558,0,0,0,0,0,0,0,0,0,0,0.111783059,3.85E-05,0.000115558,0,0.004968992,0,0.054774469,0,0,0.000192597,0,0.000385193,0,0,0.011132083,0,0.000423712,0,0.00169485,0,0.000423712,0,0.002426717,0,0.001232618,0.62586187,0,0.001001502,0.166711606,0,0,0.00057779,0
0.018566311,0,0,0.002003005,0,0,0.005469743,0,0,0,0,0,0,0,0.129694542,0,7.70E-05,0,0.003890451,0,0.048611379,0,0,7.70E-05,0,0.000269635,0,0,0.034320712,0,0.001579292,0,0.000269635,0,0.000269635,0,0.006509765,0,0.003697854,0.564539116,0,0.001078541,0.178537036,3.85E-05,0,0.000500751,0
0.000385193,0,3.85E-05,0.000231116,0,0,0,0,0,0,0,0,0,0,0.099264281,0,3.85E-05,0,0.000423712,0,0.001925966,0,0,0.000500751,0,0.000154077,0,0,0.012788413,0,0.000693348,0,0.002696352,0,0.000192597,0,0.000385193,0,0.001309657,0.50564308,0,0.001271137,0.372058087,0,0,0,0
0.000231116,0,0.00053927,0.16081815,0,0,0,0,0,0,0,0,0,0,0.064365779,0,7.70E-05,0,0.006740881,0,0.003120065,0,0,0,0,7.70E-05,0,0,0.101459882,0,0.004853434,0,0.000115558,0,0.000231116,0,0.000962983,0.000115558,0.000231116,0.57674974,0,0.000269635,0.079041639,0,0,0,0
0.000616309,0,0.000192597,0.008666846,0,0,0,0,0,0,0,0,0,0,0.046338739,0.000154077,0.000154077,0,0.004429722,0,0.005585301,0,0,0.000115558,0,0.000115558,0,0,0.010246138,0,0.001386695,0,0.000115558,0,0.000423712,0,0.021031547,0,0.006163091,0.590462617,0,0.00057779,0.30303147,0,0,0.000192597,0
0.010554293,0,0.000269635,0.00847425,0,0,0.015138092,0,0,0,0,0,0,0,0.101845075,0.000693348,0.000154077,0,0.003274142,0,0.010092061,0,0,7.70E-05,0,3.85E-05,0,0,0.040252687,0,0.00223412,0,0.000231116,0,0.000192597,0,0.001771889,0,0.000115558,0.696775933,0,0.000616309,0.107045183,0,0,0.000154077,0
0.002080043,0,0.000462232,0.000346674,0,0,0,0,0,0,0.000154077,0,0,0,0.073841532,3.85E-05,0.001078541,0,0.006124571,0.000308155,0.00508455,3.85E-05,0,0.001001502,0,7.70E-05,0,0,0.017988521,0,0.001733369,0,0.002041524,0,0.002580794,0,0.018874466,0,0.001040022,0.466045222,0,0.000693348,0.398020107,0,0,0.000346674,0
0.002465236,0,0.000500751,0.00223412,0,0,0.002696352,0,0,3.85E-05,0,0,0,0,0.055159663,0.000231116,0,0,0.004468241,0,0.011632834,0,0,7.70E-05,0,7.70E-05,0,0,0.054119641,0,0.001617811,0,0.00111706,0,0.00053927,0,0.004891953,0,0.004044528,0.567505104,0,0.000885944,0.285274065,0,0,0.000423712,0
0.000808906,0,0.000154077,0.000962983,0,0,0.08520473,0,0,0,0,0,0,0,0.078040137,3.85E-05,0.000308155,0,0.000192597,0,0.034782944,0.000115558,7.70E-05,0.001271137,3.85E-05,3.85E-05,0,0,0.014714379,0,0.000423712,0,0.000885944,0,0.006625323,0,0.001579292,0,0.000346674,0.304687801,3.85E-05,0.000500751,0.465159277,0.001617811,0,0.001386695,0
0.00053927,0,0.003120065,0.001771889,0,0,0.007164593,0,0,0,0,0,0,0,0.056584877,0.000115558,0.0135588,0,0.010862448,0,0.005277146,0.000115558,0,7.70E-05,0,0.000500751,0,0,0.060706444,0,0.000654828,0,0.001425215,0,0.081930588,0,0.003736374,0,0.031277686,0.226493587,0,0.000346674,0.48869458,0.000192597,0,0.004853434,0
0.002503756,0,0.000115558,0.002927468,0,0,0.051115134,0,0,0,0,0,0,0,0.086283271,3.85E-05,0.000385193,0,0.000154077,0,0.012942491,3.85E-05,0,0.000346674,0,7.70E-05,0,0,0.037556335,0,0.000308155,0,7.70E-05,0,0.009899465,0,3.85E-05,0,0.004968992,0.222834251,0,0.001078541,0.565887292,0,0,0.000423712,0
0.003043026,0,0.000962983,0.004006009,0,0,0.031200647,0,0,0,0,0,0,0,0.057432302,7.70E-05,0.003197103,0,0,0,0.02823466,7.70E-05,0,0.000423712,0,0.000115558,0,0,0.158622549,0,0.002503756,0,0.001386695,0,0.025307192,0,0.001848927,0,0.008204615,0.344670852,0,0.000423712,0.327260121,0,0,0.001001502,0
0.000308155,0,0.000346674,0.001386695,0,0,0.011786911,0,0,0,0,0,0,0,0.114903124,0.000115558,0.002927468,0,0.004891953,0,0.004737876,0.000154077,0,0,0,0.000154077,0,0,0.116675013,0,0.002465236,0,0.008204615,0,0.016987019,0,0.004121567,0,0.000192597,0.517006279,0,0.000462232,0.192057317,7.70E-05,0,3.85E-05,0
0.001425215,0,0.000423712,0.000231116,0,0,0,0,0,3.85E-05,3.85E-05,0,0,0,0.064173183,0,0.008204615,0,0.000423712,0,0.021724895,3.85E-05,0,0,0,0.000231116,0,0,0.032356227,0,0.004968992,0,0.000192597,0,0.033242171,3.85E-05,0.005046031,0,0.000462232,0.285274065,0,0.000231116,0.538268942,0,0,0.002965987,0
0.019221139,0,3.85E-05,0.001232618,0,0,0.000385193,0,0,0,0,0,0,0,0.257000886,0,0.000924464,0,0.000115558,0,0.033781441,3.85E-05,0,0,0,0.000154077,0,0,0.014367705,0,0.00053927,0,7.70E-05,0,0.006086052,3.85E-05,0.003004507,0,0,0.615885367,0,0.002080043,0.034128115,0.001040022,0,0.009860945,0
0.034590347,0,7.70E-05,0.002580794,0,0,0,0,0,0,0,0,0,0,0.102538423,3.85E-05,0.000115558,0,0.003736374,0,0.107160741,0.000231116,0,0,0,0,0,0,0.039944532,0,0.006086052,0,0.000154077,0,0.004545279,0,0.001001502,0,0.001964485,0.548592119,0,0.000924464,0.143137784,0,0,0.002580794,0
0.018450753,0,0.000192597,0.000962983,0,0,0,0,0,0,0,0,0,0,0.121412889,0,0.000192597,0,0.00053927,0,0.035091098,3.85E-05,0,3.85E-05,0,7.70E-05,0,0,0.026077578,0,0.001194099,0,3.85E-05,0,0.006278649,0,0.000731867,0,0.004314164,0.636916914,0,0.000924464,0.139439929,0,0,0.007087554,0
0.000962983,0,0.000231116,0.000462232,0,0,0,0,0,0,0,0,0,0,0.123839606,0,0.000231116,0,0.001656331,0,0.006471245,0.000115558,0,0.00053927,0,7.70E-05,0,0,0.01976041,0,0.000962983,0,3.85E-05,0,0.009552791,0,0.002773391,0,0.013597319,0.383228689,0,0.000847425,0.42775702,0,0,0.006894958,0
0.001001502,0,3.85E-05,0.00223412,0,0,0,0,0,0,3.85E-05,0,0,0,0.074342283,0,0,0,0.00281191,0,0.002003005,0,0,0.000654828,0,0,0,0,0.077038635,0,0.003851932,0,0.000500751,0,0.00057779,3.85E-05,0.001040022,0,0.000500751,0.671314664,0,0.000808906,0.161203343,0,0,0,0
0.006278649,0,0.000115558,0.010361696,0,0,3.85E-05,0,0,0,0,0,0,0,0.072570394,0,0,0,0.003428219,0.000231116,0.020954509,0,0,0.002041524,0,0,0,0,0.011748392,0,0.001309657,0,0.000192597,0,0.000192597,3.85E-05,0.000192597,0,0.024190131,0.316051,0,0.000616309,0.529448018,0,0,0,0
0.004468241,0,0,0.011478757,0,0,0.001733369,0,0,0,0,0,0,0,0.086090674,3.85E-05,0,0,0.002388198,3.85E-05,0.056738955,0,0,0.000346674,0,0,0,0,0.012249143,0,0.002195601,0,3.85E-05,0,0.000231116,0.000115558,0.002349678,0,0.004776395,0.626670775,0,0.000885944,0.186703132,0,0,0.000462232,0
0.003890451,0,0,0.003351181,0,0,0.001232618,0,0,0,0,0,0,0,0.050961057,0,3.85E-05,0,0.020993028,0,0.021840453,0,0,0.000731867,0,0,0,0,0.031547321,0,0.001656331,0,0,0,7.70E-05,3.85E-05,0.003466739,0,0.006355687,0.383652402,0,0.00115558,0.445861099,0,0,0.02315011,0
0.000654828,0,0,0.004622318,7.70E-05,0,0.001348176,0,0,0,0,0,0,0,0.053156658,3.85E-05,0,0,0.001309657,3.85E-05,0.003505258,0,0,0.000385193,0,0,0,0,0.02542275,0,0.001771889,0,7.70E-05,0,0.000154077,0,0.003774893,0,0.005392704,0.349485767,0,0.000885944,0.547359501,0.000231116,0,0.000308155,0
0.001232618,0,0.000192597,0.010284658,0,0,0.000115558,0,0,0,0,0,0,0,0.076422326,0.000154077,0.000115558,0,0.005007511,0,0.005970494,0,0,0,0,0,0.001001502,3.85E-05,0.105119217,0,0.004468241,0,0.001964485,0,0.002580794,3.85E-05,0.013866954,0,0.001078541,0.451870113,0,0.000423712,0.316975463,3.85E-05,0,0.001040022,0
0.001425215,0,7.70E-05,0.009475752,0,0,0,0,0,0,3.85E-05,0,0,0,0.079272755,0,0,0,0.004121567,3.85E-05,0.000154077,0,0,0,0,0,0,0,0.065251724,0,0.003697854,0,0.000385193,0,0.000154077,0.000885944,0.004083048,0,0,0.452293825,0,0.00111706,0.377335234,0,0,7.70E-05,0.000115558
0.00053927,0,3.85E-05,0.002734872,0.000693348,0,0.000654828,0,0,7.70E-05,0,0,0,0,0.030276184,0,0,0,0.008127576,7.70E-05,0.002311159,0,0,0.000885944,0,0,0,0,0.013443242,0,0.001540773,0,0,0,0.000192597,0.000500751,0.004083048,0,0.005893456,0.376256693,0,0.000500751,0.550441046,0.000115558,0,0.00057779,3.85E-05
0.011786911,0,0,0.006663842,0,0,7.70E-05,0,0,7.70E-05,0,3.85E-05,0,0,0.0632102,0,0,0,0.004044528,0.000154077,0.017372212,0,0,0.00053927,0,0,0,0,0.058934556,3.85E-05,0.00450676,0,3.85E-05,0,0.000154077,0.00053927,0.004930473,0,0.001309657,0.487847155,0,0.000885944,0.336658834,0,0,0.000154077,3.85E-05
